ai_050_003/cam_04 0000 0001 0002 0003 0004 0005 0006 0007
ai_016_009/cam_03 0058 0059 0061 0063 0065 0066 0067 0068
ai_033_001/cam_00 0062 0064 0067 0070 0080 0082 0083 0085
ai_045_004/cam_01 0069 0072 0073 0074 0075 0076 0077 0078
ai_014_010/cam_00 0006 0009 0011 0013 0014 0015 0016 0017
ai_005_006/cam_00 0033 0035 0037 0039 0040 0041 0042 0043
ai_050_003/cam_03 0002 0004 0007 0008 0010 0020 0022 0023
ai_035_007/cam_00 0015 0017 0019 0021 0022 0023 0024 0025
ai_001_004/cam_00 0042 0045 0046 0048 0050 0051 0052 0053
ai_021_009/cam_00 0042 0044 0045 0046 0047 0048 0049 0050
ai_048_009/cam_03 0019 0021 0023 0024 0025 0026 0027 0028
ai_050_003/cam_03 0078 0080 0081 0082 0083 0084 0085 0086
ai_027_010/cam_01 0057 0059 0061 0062 0064 0066 0067 0068
ai_053_019/cam_00 0009 0011 0013 0014 0015 0016 0017 0018
ai_005_004/cam_00 0069 0070 0071 0072 0073 0074 0076 0081
ai_055_003/cam_01 0072 0073 0075 0077 0087 0089 0090 0092
ai_027_009/cam_01 0054 0055 0056 0057 0058 0059 0060 0061
ai_006_002/cam_02 0039 0042 0044 0046 0047 0048 0049 0050
ai_055_006/cam_01 0018 0021 0022 0023 0024 0025 0026 0027
ai_036_007/cam_00 0073 0077 0093 0095 0096 0097 0098 0099
ai_016_009/cam_02 0066 0068 0070 0072 0073 0074 0075 0076
ai_011_009/cam_01 0004 0006 0008 0009 0010 0011 0012 0013
ai_053_008/cam_00 0006 0008 0011 0013 0014 0015 0016 0017
ai_019_003/cam_00 0006 0008 0009 0010 0011 0013 0015 0017
ai_006_004/cam_00 0027 0029 0051 0052 0053 0054 0055 0056
ai_008_001/cam_00 0090 0092 0094 0095 0096 0097 0098 0099
ai_004_005/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_008_008/cam_00 0042 0044 0045 0046 0047 0048 0049 0050
ai_001_005/cam_02 0009 0012 0013 0015 0017 0019 0020 0021
ai_028_002/cam_00 0002 0004 0014 0016 0017 0019 0023 0025
ai_035_008/cam_00 0021 0023 0025 0031 0032 0033 0034 0035
ai_001_002/cam_01 0009 0011 0013 0015 0017 0018 0019 0020
ai_023_007/cam_01 0051 0053 0055 0057 0059 0060 0061 0062
ai_008_003/cam_01 0085 0087 0088 0089 0090 0091 0092 0093
ai_023_001/cam_01 0060 0062 0064 0065 0066 0067 0068 0069
ai_003_009/cam_01 0031 0033 0034 0036 0038 0039 0040 0041
ai_048_007/cam_00 0055 0057 0058 0060 0062 0063 0064 0065
ai_002_004/cam_00 0029 0049 0055 0064 0067 0068 0070 0074
ai_001_002/cam_03 0000 0001 0002 0003 0004 0005 0006 0007
ai_004_006/cam_01 0019 0021 0022 0023 0024 0025 0026 0027
ai_011_009/cam_00 0068 0055 0044 0043 0041 0028 0022 0019
ai_008_001/cam_03 0088 0090 0091 0092 0093 0094 0095 0096
ai_002_006/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_043_009/cam_00 0057 0058 0060 0062 0063 0064 0065 0066
ai_050_004/cam_03 0002 0008 0010 0020 0022 0035 0067 0073
ai_023_010/cam_01 0048 0050 0051 0053 0055 0056 0057 0058
ai_007_004/cam_00 0075 0077 0079 0081 0082 0083 0084 0085
ai_005_007/cam_00 0009 0012 0014 0016 0017 0018 0019 0020
ai_039_004/cam_01 0063 0065 0067 0068 0069 0070 0071 0072
ai_051_005/cam_03 0019 0020 0021 0023 0025 0026 0027 0028
ai_015_003/cam_00 0036 0038 0040 0041 0042 0043 0044 0045
ai_051_005/cam_01 0010 0016 0031 0034 0037 0040 0050 0057
ai_043_009/cam_00 0051 0052 0054 0056 0058 0059 0060 0061
ai_048_006/cam_01 0034 0036 0038 0039 0040 0041 0042 0043
ai_022_004/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_016_005/cam_00 0087 0091 0093 0094 0095 0096 0097 0098
ai_005_006/cam_00 0021 0023 0025 0027 0028 0029 0030 0031
ai_018_004/cam_01 0098 0097 0095 0078 0040 0034 0033 0025
ai_048_002/cam_00 0002 0007 0022 0061 0070 0082 0085 0094
ai_050_001/cam_00 0054 0055 0057 0060 0061 0062 0063 0064
ai_053_019/cam_00 0084 0086 0088 0089 0090 0091 0092 0093
ai_017_006/cam_00 0075 0076 0078 0080 0087 0088 0089 0090
ai_027_009/cam_01 0033 0034 0047 0048 0049 0050 0051 0052
ai_036_010/cam_00 0047 0049 0050 0051 0052 0053 0054 0055
ai_036_002/cam_01 0059 0068 0070 0074 0076 0077 0079 0083
ai_034_005/cam_00 0054 0056 0058 0059 0060 0061 0062 0063
ai_027_004/cam_02 0072 0074 0076 0077 0078 0079 0080 0081
ai_027_003/cam_01 0028 0030 0031 0033 0035 0036 0037 0038
ai_029_002/cam_02 0098 0096 0094 0091 0089 0073 0061 0037
ai_053_017/cam_00 0098 0097 0095 0093 0091 0085 0082 0022
ai_048_009/cam_02 0063 0065 0067 0074 0075 0076 0077 0078
ai_053_006/cam_00 0075 0077 0078 0079 0080 0081 0082 0083
ai_007_007/cam_01 0086 0088 0090 0091 0092 0093 0094 0095
ai_027_003/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_035_002/cam_00 0045 0047 0049 0051 0053 0054 0055 0056
ai_027_010/cam_00 0009 0012 0013 0015 0017 0019 0020 0021
ai_006_009/cam_00 0075 0077 0079 0080 0081 0082 0083 0084
ai_043_009/cam_01 0086 0088 0089 0091 0093 0095 0096 0097
ai_027_004/cam_02 0003 0005 0007 0008 0009 0010 0011 0012
ai_053_020/cam_00 0075 0077 0088 0089 0090 0091 0092 0093
ai_018_006/cam_01 0078 0079 0081 0083 0084 0085 0086 0087
ai_044_007/cam_01 0069 0071 0073 0075 0077 0078 0079 0080
ai_042_001/cam_01 0021 0023 0025 0026 0027 0028 0029 0030
ai_055_001/cam_01 0055 0057 0059 0062 0063 0064 0065 0066
ai_023_007/cam_01 0060 0062 0063 0064 0065 0066 0067 0068
ai_022_002/cam_00 0009 0011 0013 0015 0017 0018 0019 0020
ai_051_003/cam_02 0045 0046 0047 0048 0049 0050 0051 0052
ai_052_010/cam_01 0063 0064 0065 0069 0071 0072 0073 0074
ai_051_005/cam_01 0012 0013 0015 0017 0018 0019 0020 0021
ai_030_003/cam_00 0039 0040 0042 0044 0045 0046 0047 0048
ai_002_005/cam_00 0027 0029 0031 0032 0033 0034 0035 0036
ai_017_010/cam_01 0073 0075 0077 0079 0080 0081 0082 0083
ai_006_009/cam_00 0020 0038 0040 0053 0055 0058 0096 0098
ai_018_007/cam_00 0084 0086 0087 0088 0089 0090 0091 0092
ai_019_004/cam_00 0048 0049 0051 0053 0054 0055 0056 0057
ai_021_008/cam_00 0072 0074 0075 0077 0078 0080 0081 0082
ai_051_003/cam_04 0006 0008 0010 0012 0013 0014 0015 0016
ai_047_004/cam_00 0033 0035 0037 0039 0040 0041 0042 0043
ai_013_002/cam_01 0031 0033 0034 0036 0038 0040 0041 0042
ai_048_003/cam_02 0000 0001 0002 0003 0004 0005 0006 0007
ai_004_008/cam_00 0042 0044 0046 0047 0048 0049 0050 0051
ai_017_009/cam_02 0039 0040 0042 0044 0046 0047 0048 0049
ai_016_009/cam_04 0021 0023 0025 0033 0034 0035 0036 0037
ai_007_009/cam_01 0085 0087 0089 0091 0092 0093 0094 0095
ai_023_006/cam_00 0009 0011 0013 0015 0017 0018 0019 0020
ai_034_005/cam_01 0057 0058 0059 0060 0061 0062 0063 0064
ai_037_008/cam_00 0098 0097 0095 0094 0092 0082 0080 0071
ai_044_010/cam_01 0085 0087 0088 0091 0093 0094 0095 0096
ai_018_010/cam_01 0030 0032 0034 0035 0036 0037 0038 0039
ai_004_005/cam_01 0068 0070 0085 0086 0088 0090 0092 0093
ai_015_008/cam_00 0078 0080 0082 0085 0086 0087 0088 0089
ai_036_007/cam_00 0008 0010 0035 0037 0053 0055 0059 0070
ai_004_008/cam_00 0030 0032 0033 0034 0035 0037 0039 0040
ai_017_010/cam_01 0052 0055 0057 0064 0065 0066 0067 0068
ai_023_008/cam_00 0081 0083 0084 0085 0086 0087 0088 0089
ai_036_005/cam_00 0054 0056 0058 0060 0062 0063 0064 0065
ai_013_009/cam_00 0045 0047 0048 0049 0050 0051 0052 0053
ai_002_009/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_030_002/cam_00 0051 0053 0055 0057 0059 0060 0061 0062
ai_042_003/cam_00 0078 0080 0082 0083 0086 0087 0088 0089
ai_054_003/cam_00 0062 0064 0065 0067 0070 0074 0076 0078
ai_053_004/cam_00 0056 0058 0060 0063 0065 0066 0067 0068
ai_037_001/cam_00 0036 0038 0039 0041 0043 0044 0045 0046
ai_001_005/cam_01 0051 0052 0054 0056 0057 0058 0059 0060
ai_023_001/cam_01 0063 0066 0068 0072 0073 0074 0075 0076
ai_019_007/cam_00 0084 0086 0087 0088 0089 0090 0091 0092
ai_044_002/cam_01 0054 0056 0058 0060 0061 0062 0063 0064
ai_001_005/cam_01 0081 0082 0084 0086 0087 0088 0089 0090
ai_039_007/cam_00 0098 0093 0079 0077 0064 0058 0056 0055
ai_022_004/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_044_010/cam_02 0039 0041 0043 0044 0045 0046 0047 0048
ai_027_007/cam_02 0002 0004 0007 0008 0009 0011 0013 0016
ai_042_004/cam_01 0066 0068 0084 0085 0086 0087 0088 0089
ai_050_005/cam_02 0042 0045 0047 0049 0050 0051 0052 0053
ai_051_005/cam_01 0036 0037 0038 0039 0040 0041 0042 0043
ai_008_008/cam_01 0039 0041 0042 0043 0044 0045 0046 0047
ai_027_008/cam_00 0084 0086 0088 0090 0092 0093 0094 0095
ai_053_017/cam_00 0045 0046 0048 0050 0051 0052 0053 0054
ai_030_010/cam_00 0018 0026 0027 0028 0029 0030 0031 0032
ai_039_010/cam_00 0078 0080 0081 0083 0085 0086 0087 0088
ai_008_003/cam_00 0018 0020 0021 0022 0023 0024 0025 0026
ai_051_002/cam_05 0069 0071 0072 0074 0076 0077 0078 0079
ai_036_002/cam_01 0063 0065 0067 0068 0069 0070 0071 0072
ai_030_009/cam_00 0045 0047 0048 0049 0050 0051 0052 0053
ai_044_002/cam_01 0018 0020 0021 0022 0023 0024 0025 0026
ai_035_002/cam_00 0012 0013 0015 0020 0022 0023 0024 0025
ai_003_002/cam_00 0018 0020 0021 0022 0023 0024 0025 0026
ai_046_008/cam_00 0061 0063 0065 0067 0068 0069 0070 0071
ai_001_006/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_052_008/cam_01 0021 0023 0028 0030 0031 0032 0033 0034
ai_036_003/cam_01 0018 0027 0028 0029 0030 0031 0032 0033
ai_043_007/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_027_010/cam_02 0051 0062 0064 0066 0067 0068 0069 0070
ai_048_009/cam_01 0029 0047 0050 0051 0080 0083 0089 0095
ai_008_001/cam_00 0015 0017 0019 0020 0021 0022 0023 0024
ai_017_009/cam_02 0024 0025 0027 0029 0031 0032 0033 0034
ai_017_009/cam_00 0002 0004 0010 0014 0016 0019 0022 0026
ai_011_001/cam_00 0065 0077 0079 0087 0089 0093 0095 0098
ai_007_006/cam_01 0045 0047 0053 0054 0056 0058 0059 0060
ai_018_009/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_037_005/cam_00 0078 0081 0083 0085 0086 0087 0088 0089
ai_001_002/cam_01 0047 0049 0051 0053 0055 0056 0057 0058
ai_027_008/cam_02 0048 0049 0050 0051 0052 0053 0054 0055
ai_029_002/cam_02 0066 0068 0070 0072 0073 0074 0075 0076
ai_007_010/cam_01 0015 0020 0029 0091 0093 0095 0097 0099
ai_052_008/cam_01 0018 0020 0021 0022 0023 0027 0028 0029
ai_027_010/cam_02 0021 0023 0025 0027 0028 0029 0030 0031
ai_011_006/cam_00 0003 0005 0007 0017 0018 0019 0020 0021
ai_001_005/cam_00 0021 0023 0025 0026 0027 0028 0029 0030
ai_027_009/cam_02 0027 0029 0032 0034 0035 0036 0037 0039
ai_011_003/cam_01 0065 0067 0069 0070 0072 0074 0075 0076
ai_004_009/cam_00 0006 0008 0012 0013 0014 0015 0016 0017
ai_007_005/cam_00 0030 0032 0033 0035 0037 0038 0040 0042
ai_047_005/cam_00 0060 0061 0063 0065 0067 0068 0069 0070
ai_048_007/cam_00 0067 0069 0078 0079 0080 0081 0082 0083
ai_009_005/cam_01 0085 0087 0088 0089 0090 0091 0092 0093
ai_023_002/cam_01 0021 0022 0024 0026 0028 0029 0030 0031
ai_044_005/cam_00 0078 0079 0080 0081 0082 0084 0086 0087
ai_045_005/cam_01 0070 0072 0074 0077 0078 0079 0080 0081
ai_034_001/cam_02 0000 0001 0002 0003 0004 0005 0006 0007
ai_043_009/cam_01 0002 0004 0011 0013 0016 0017 0019 0022
ai_004_001/cam_00 0042 0044 0046 0056 0057 0058 0059 0060
ai_036_001/cam_01 0070 0072 0074 0075 0076 0077 0078 0079
ai_005_007/cam_00 0045 0046 0048 0050 0052 0054 0055 0056
ai_054_004/cam_00 0039 0040 0042 0044 0046 0047 0048 0049
ai_018_010/cam_01 0098 0096 0094 0093 0089 0088 0086 0056
ai_008_001/cam_03 0049 0051 0052 0053 0054 0055 0056 0057
ai_013_007/cam_00 0086 0088 0090 0092 0093 0094 0095 0096
ai_029_003/cam_01 0069 0070 0072 0074 0075 0076 0077 0078
ai_001_009/cam_00 0039 0041 0043 0044 0045 0046 0047 0048
ai_044_009/cam_00 0018 0020 0021 0022 0023 0024 0025 0026
ai_008_001/cam_03 0082 0084 0085 0086 0087 0088 0089 0090
ai_048_009/cam_02 0003 0005 0007 0008 0009 0010 0011 0012
ai_016_010/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_005_004/cam_00 0048 0050 0051 0053 0055 0056 0057 0058
ai_008_004/cam_01 0039 0041 0054 0057 0067 0069 0077 0079
ai_045_010/cam_02 0011 0014 0015 0020 0021 0022 0023 0024
ai_002_007/cam_00 0098 0097 0096 0093 0091 0090 0088 0073
ai_010_009/cam_00 0095 0071 0056 0053 0022 0019 0017 0016
ai_030_007/cam_00 0050 0052 0054 0055 0056 0057 0058 0059
ai_045_005/cam_02 0078 0079 0080 0081 0082 0083 0084 0085
ai_045_001/cam_03 0080 0081 0083 0085 0086 0087 0088 0089
ai_002_002/cam_00 0069 0071 0072 0074 0076 0077 0078 0079
ai_010_001/cam_00 0039 0041 0043 0044 0045 0046 0047 0048
ai_050_004/cam_04 0081 0083 0088 0092 0094 0096 0097 0098
ai_011_008/cam_00 0018 0020 0021 0022 0023 0024 0025 0026
ai_002_009/cam_00 0051 0053 0054 0055 0056 0057 0058 0059
ai_032_008/cam_00 0036 0038 0040 0042 0049 0050 0051 0052
ai_048_007/cam_03 0042 0044 0045 0046 0047 0048 0049 0050
ai_029_005/cam_00 0012 0013 0025 0026 0027 0028 0029 0030
ai_048_002/cam_01 0060 0062 0064 0066 0067 0068 0069 0070
ai_006_009/cam_02 0080 0082 0083 0086 0088 0089 0090 0091
ai_052_002/cam_00 0002 0004 0009 0011 0014 0015 0017 0020
ai_009_008/cam_00 0068 0070 0071 0072 0073 0075 0077 0078
ai_043_006/cam_01 0063 0066 0068 0071 0072 0073 0074 0075
ai_007_009/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_046_008/cam_00 0001 0034 0041 0076 0077 0091 0093 0094
ai_046_003/cam_00 0095 0092 0090 0086 0082 0080 0064 0062
ai_018_007/cam_01 0034 0036 0038 0040 0042 0043 0044 0045
ai_004_007/cam_00 0035 0037 0039 0040 0041 0042 0043 0044
ai_027_003/cam_01 0040 0042 0044 0045 0046 0047 0048 0049
ai_016_003/cam_00 0000 0001 0002 0003 0004 0005 0006 0008
ai_053_019/cam_00 0078 0081 0082 0083 0084 0085 0086 0087
ai_016_005/cam_00 0021 0023 0025 0027 0028 0029 0030 0031
ai_026_009/cam_00 0051 0052 0053 0054 0055 0056 0057 0058
ai_042_001/cam_00 0042 0047 0048 0049 0050 0051 0052 0053
ai_042_004/cam_02 0072 0074 0076 0078 0079 0080 0082 0084
ai_016_006/cam_00 0018 0020 0021 0022 0023 0024 0025 0026
ai_018_004/cam_01 0002 0004 0048 0049 0051 0055 0057 0061
ai_027_006/cam_00 0005 0008 0010 0023 0025 0038 0055 0059
ai_039_004/cam_00 0033 0035 0037 0039 0040 0041 0042 0043
ai_048_006/cam_02 0009 0011 0013 0019 0020 0021 0022 0023
ai_006_010/cam_01 0002 0004 0017 0019 0022 0025 0034 0040
ai_019_007/cam_00 0057 0059 0060 0061 0063 0065 0067 0068
ai_004_006/cam_01 0015 0060 0062 0063 0077 0090 0093 0095
ai_039_010/cam_00 0066 0067 0069 0070 0071 0072 0073 0074
ai_001_006/cam_00 0061 0063 0064 0065 0066 0067 0068 0069
ai_016_009/cam_05 0003 0005 0024 0026 0029 0032 0042 0044
ai_033_005/cam_00 0036 0038 0039 0040 0041 0042 0043 0044
ai_045_004/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_048_003/cam_02 0018 0020 0022 0024 0025 0026 0027 0028
ai_055_007/cam_00 0002 0052 0055 0056 0058 0076 0089 0094
ai_044_005/cam_01 0054 0056 0058 0059 0060 0061 0062 0063
ai_016_003/cam_00 0047 0049 0050 0066 0068 0070 0075 0078
ai_018_006/cam_01 0060 0064 0066 0068 0069 0070 0071 0072
ai_016_009/cam_05 0098 0095 0093 0091 0089 0087 0075 0071
ai_010_001/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_043_002/cam_00 0068 0070 0073 0076 0082 0095 0097 0099
ai_026_019/cam_01 0078 0080 0082 0083 0084 0085 0086 0087
ai_007_004/cam_02 0075 0077 0078 0079 0080 0081 0082 0083
ai_018_010/cam_00 0002 0004 0010 0025 0028 0031 0034 0037
ai_013_002/cam_01 0001 0002 0003 0004 0005 0006 0007 0008
ai_043_007/cam_00 0051 0052 0054 0056 0058 0059 0060 0061
ai_018_003/cam_00 0015 0017 0019 0020 0021 0022 0023 0024
ai_010_009/cam_02 0002 0004 0043 0069 0072 0089 0094 0097
ai_044_010/cam_03 0079 0081 0083 0085 0086 0087 0088 0089
ai_050_005/cam_04 0024 0026 0029 0038 0056 0060 0062 0065
ai_007_007/cam_01 0022 0024 0026 0028 0029 0030 0031 0032
ai_034_005/cam_00 0024 0026 0028 0029 0030 0031 0032 0033
ai_009_003/cam_00 0075 0077 0078 0093 0094 0095 0096 0097
ai_007_004/cam_00 0024 0026 0027 0029 0031 0032 0033 0034
ai_030_005/cam_00 0063 0065 0066 0068 0070 0071 0072 0073
ai_003_002/cam_01 0072 0074 0078 0079 0080 0081 0082 0083
ai_022_009/cam_00 0069 0071 0073 0074 0075 0076 0077 0078
ai_002_001/cam_00 0012 0013 0014 0017 0019 0021 0022 0023
ai_002_008/cam_00 0052 0053 0054 0055 0056 0057 0058 0060
ai_050_005/cam_03 0021 0022 0023 0024 0026 0028 0030 0031
ai_047_004/cam_00 0017 0019 0022 0028 0046 0049 0076 0090
ai_027_007/cam_00 0072 0074 0076 0078 0080 0081 0082 0083
ai_015_005/cam_00 0095 0088 0084 0082 0079 0077 0076 0074
ai_006_004/cam_00 0024 0026 0027 0028 0029 0030 0031 0033
ai_021_008/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_008_004/cam_01 0061 0063 0065 0068 0069 0070 0072 0074
ai_001_005/cam_02 0057 0059 0060 0062 0064 0065 0066 0067
ai_001_005/cam_02 0072 0073 0075 0077 0078 0079 0080 0081
ai_017_008/cam_01 0042 0044 0046 0048 0049 0050 0051 0052
ai_034_001/cam_00 0021 0023 0024 0025 0026 0027 0028 0029
ai_052_006/cam_00 0081 0082 0084 0086 0087 0088 0089 0090
ai_042_004/cam_02 0090 0092 0094 0095 0096 0097 0098 0099
ai_050_004/cam_01 0030 0032 0034 0036 0038 0039 0040 0041
ai_016_009/cam_05 0001 0002 0003 0004 0005 0006 0007 0008
ai_006_009/cam_02 0007 0009 0011 0013 0014 0015 0016 0017
ai_001_005/cam_01 0042 0043 0044 0045 0046 0048 0050 0051
ai_050_001/cam_00 0039 0041 0042 0043 0044 0045 0046 0048
ai_017_008/cam_02 0087 0089 0090 0092 0094 0095 0096 0097
ai_028_001/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_044_010/cam_03 0022 0024 0026 0028 0030 0031 0032 0033
ai_001_005/cam_01 0002 0004 0014 0017 0019 0026 0028 0040
ai_029_005/cam_02 0080 0079 0077 0053 0046 0037 0035 0034
ai_011_006/cam_00 0057 0059 0061 0062 0063 0064 0065 0066
ai_001_005/cam_01 0060 0061 0063 0065 0067 0068 0069 0070
ai_048_009/cam_01 0033 0035 0037 0045 0046 0047 0048 0050
ai_037_008/cam_00 0084 0086 0088 0090 0091 0092 0093 0094
ai_017_008/cam_01 0039 0041 0042 0043 0044 0045 0046 0047
ai_012_009/cam_00 0038 0040 0041 0043 0045 0046 0047 0048
ai_046_002/cam_00 0009 0012 0013 0015 0017 0018 0019 0020
ai_019_006/cam_01 0046 0048 0049 0050 0051 0052 0053 0054
ai_048_003/cam_03 0035 0049 0052 0071 0080 0082 0084 0085
ai_009_002/cam_00 0003 0015 0016 0017 0018 0019 0020 0021
ai_050_001/cam_00 0077 0075 0073 0031 0029 0016 0014 0011
ai_048_007/cam_03 0006 0008 0014 0015 0016 0017 0018 0019
ai_043_003/cam_00 0030 0038 0040 0042 0043 0044 0045 0046
ai_055_006/cam_01 0042 0043 0044 0045 0046 0047 0048 0049
ai_007_010/cam_00 0070 0072 0074 0075 0076 0077 0078 0079
ai_001_005/cam_02 0002 0004 0008 0010 0014 0022 0061 0070
ai_046_002/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_030_004/cam_00 0061 0063 0064 0066 0068 0069 0070 0071
ai_027_003/cam_03 0073 0075 0077 0079 0080 0081 0082 0083
ai_045_001/cam_03 0060 0062 0063 0065 0066 0067 0068 0069
ai_018_009/cam_01 0033 0035 0037 0038 0039 0040 0041 0042
ai_050_004/cam_03 0069 0071 0072 0074 0076 0081 0082 0083
ai_018_009/cam_01 0041 0044 0079 0080 0082 0085 0087 0089
ai_016_002/cam_00 0027 0029 0031 0033 0034 0035 0036 0037
ai_006_010/cam_02 0075 0077 0079 0080 0081 0082 0083 0084
ai_054_010/cam_00 0045 0047 0049 0051 0053 0055 0057 0058
ai_029_005/cam_01 0060 0062 0063 0064 0065 0066 0067 0068
ai_048_002/cam_00 0006 0008 0010 0012 0014 0015 0016 0017
ai_035_006/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_008_001/cam_01 0046 0047 0051 0053 0054 0055 0057 0059
ai_027_004/cam_00 0051 0053 0065 0066 0067 0068 0069 0070
ai_021_010/cam_00 0018 0020 0022 0023 0024 0025 0026 0027
ai_002_009/cam_00 0087 0089 0091 0092 0093 0094 0095 0096
ai_022_004/cam_00 0028 0030 0035 0037 0039 0040 0041 0042
ai_002_006/cam_00 0021 0023 0025 0027 0028 0029 0030 0031
ai_027_008/cam_01 0048 0050 0052 0054 0055 0056 0057 0058
ai_036_003/cam_01 0078 0080 0081 0082 0083 0084 0085 0086
ai_043_009/cam_01 0039 0040 0041 0042 0043 0044 0045 0046
ai_048_006/cam_02 0099 0098 0096 0094 0083 0082 0080 0001
ai_027_010/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_017_003/cam_00 0084 0086 0087 0089 0091 0092 0093 0094
ai_027_008/cam_00 0057 0065 0066 0067 0068 0069 0070 0071
ai_045_010/cam_00 0073 0075 0076 0078 0080 0081 0082 0083
ai_005_008/cam_00 0009 0011 0013 0015 0017 0018 0019 0020
ai_042_003/cam_00 0048 0053 0054 0055 0056 0057 0058 0059
ai_013_002/cam_01 0082 0083 0084 0085 0087 0091 0092 0093
ai_048_002/cam_02 0045 0047 0048 0049 0050 0051 0052 0053
ai_006_009/cam_01 0018 0019 0021 0085 0086 0087 0088 0089
ai_001_005/cam_02 0018 0019 0021 0022 0023 0024 0025 0026
ai_054_008/cam_00 0050 0052 0053 0055 0057 0058 0059 0060
ai_045_006/cam_00 0002 0004 0008 0010 0013 0016 0019 0020
ai_005_004/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_022_009/cam_00 0039 0041 0042 0044 0045 0046 0047 0048
ai_011_009/cam_00 0063 0065 0067 0069 0071 0072 0073 0074
ai_054_001/cam_01 0014 0016 0017 0019 0022 0028 0041 0043
ai_011_001/cam_00 0075 0076 0078 0080 0082 0083 0084 0085
ai_039_004/cam_00 0009 0011 0013 0015 0017 0018 0019 0020
ai_044_009/cam_00 0084 0086 0088 0089 0090 0091 0092 0093
ai_048_003/cam_00 0086 0084 0080 0067 0065 0040 0032 0029
ai_048_007/cam_03 0045 0047 0049 0051 0053 0054 0055 0056
ai_032_002/cam_00 0066 0067 0068 0069 0070 0071 0072 0073
ai_016_002/cam_00 0039 0041 0043 0045 0046 0047 0048 0049
ai_013_002/cam_01 0073 0075 0077 0078 0079 0080 0081 0082
ai_021_009/cam_01 0009 0011 0013 0015 0017 0018 0019 0020
ai_016_010/cam_00 0072 0073 0075 0077 0078 0079 0080 0081
ai_055_004/cam_00 0027 0029 0031 0033 0034 0036 0038 0040
ai_018_010/cam_01 0033 0035 0037 0039 0040 0041 0042 0043
ai_045_010/cam_02 0032 0037 0080 0081 0082 0083 0084 0085
ai_007_010/cam_00 0058 0060 0061 0063 0065 0066 0067 0068
ai_041_005/cam_01 0048 0050 0052 0054 0055 0056 0057 0058
ai_016_009/cam_04 0090 0092 0093 0094 0095 0096 0097 0098
ai_004_005/cam_01 0046 0048 0051 0053 0055 0056 0057 0058
ai_004_008/cam_01 0019 0021 0022 0023 0024 0025 0026 0027
ai_003_004/cam_00 0065 0067 0072 0079 0080 0081 0082 0083
ai_019_006/cam_00 0030 0031 0033 0035 0037 0038 0039 0040
ai_029_002/cam_00 0028 0030 0032 0034 0035 0036 0037 0038
ai_042_004/cam_01 0056 0058 0060 0062 0064 0085 0091 0093
ai_008_001/cam_00 0042 0044 0045 0047 0048 0049 0050 0051
ai_013_002/cam_01 0067 0068 0070 0072 0073 0074 0075 0076
ai_050_003/cam_02 0075 0079 0081 0082 0083 0084 0085 0086
ai_037_001/cam_00 0002 0004 0031 0032 0034 0040 0053 0055
ai_006_006/cam_00 0026 0028 0035 0037 0042 0043 0052 0053
ai_004_006/cam_01 0061 0063 0064 0065 0067 0069 0070 0071
ai_050_005/cam_03 0057 0061 0063 0064 0065 0066 0067 0068
ai_018_008/cam_01 0021 0023 0025 0027 0028 0029 0030 0031
ai_054_004/cam_01 0049 0051 0080 0081 0087 0088 0089 0090
ai_011_008/cam_01 0066 0068 0070 0071 0072 0073 0074 0075
ai_050_005/cam_01 0042 0044 0046 0048 0049 0050 0051 0052
ai_018_003/cam_01 0087 0089 0091 0092 0093 0094 0095 0096
ai_047_007/cam_00 0044 0049 0052 0058 0074 0077 0079 0080
ai_027_008/cam_00 0006 0008 0011 0013 0014 0015 0016 0017
ai_043_009/cam_01 0027 0029 0031 0033 0035 0036 0038 0039
ai_017_009/cam_03 0031 0033 0035 0037 0038 0039 0040 0041
ai_007_008/cam_00 0048 0051 0052 0054 0056 0057 0058 0059
ai_052_006/cam_01 0039 0041 0042 0043 0044 0045 0046 0047
ai_055_007/cam_00 0033 0035 0037 0039 0040 0041 0042 0043
ai_029_003/cam_02 0072 0073 0075 0076 0077 0078 0079 0080
ai_052_002/cam_01 0089 0091 0092 0094 0096 0097 0098 0099
ai_045_001/cam_03 0070 0072 0074 0075 0076 0077 0079 0080
